Name,Company,Title,Industry,Company Size,Email,Website,Page Views,Downloads,Webinar Attended,Intent Score,Converted
Kevin Dickson,Williams-Rodriguez,Marketing Manager,Retail,Mid-Market,erush@yahoo.com,http://www.hamilton-ray.com/,7,2,0,33,0
Vanessa Booker,Rogers-Barrera,Data Analyst,Manufacturing,Enterprise,wgeorge@lopez.com,http://www.smith-johnson.biz/,12,0,0,22,0
Alexandria Watson,Hernandez-Pierce,Data Analyst,Energy,Mid-Market,matthew93@yahoo.com,https://cruz.com/,8,5,0,62,1
Ryan Mccarty,Garcia-Phillips,Marketing Manager,Education,Small Business,duncancrystal@wade.info,http://pruitt.com/,9,1,0,23,0
Pamela Duncan,Alvarez-Orozco,CEO,Retail,Mid-Market,hudsonronnie@gmail.com,https://www.pollard-cook.com/,12,2,0,42,0
Adam Miller,Davis-Hebert,CEO,Energy,Small Business,diana53@hotmail.com,http://delgado.biz/,8,5,0,68,1
Kristen Shaw,Davis Ltd,Sales Director,Energy,Enterprise,timothymathis@hotmail.com,http://townsend-perez.com/,5,0,0,15,0
Kristen Harding,"Horne, Foley and Pearson",CEO,Education,Small Business,karinahodge@cox-howard.info,https://www.merritt.com/,6,4,0,52,0
Alison Armstrong,Brown and Sons,Data Analyst,Retail,Small Business,galvanjessica@roman-reed.com,http://www.jones-hill.biz/,6,2,0,37,0
Mr. John Graves,Evans PLC,CEO,Healthcare,Mid-Market,thomasdean@daniels.com,https://barrett.com/,8,2,0,38,0
Reginald Stewart,"Horton, Wilcox and Austin",HR Manager,Retail,Small Business,georgelowery@anderson.info,https://spencer-smith.biz/,10,3,0,47,0
Selena Rich,Alvarez-Moss,HR Manager,Technology,Enterprise,christine07@bennett.com,https://smith-thomas.com/,12,4,0,69,1
Carrie Greene,"Ramirez, Mcguire and Bond",HR Manager,Healthcare,Enterprise,clarkchristina@hotmail.com,http://lucas.org/,9,2,1,63,1
Kristy Wilson,Jones-Curry,Marketing Manager,Healthcare,Mid-Market,gpatterson@reyes.com,https://www.monroe-moss.com/,5,1,0,19,0
Derrick Welch,Floyd-Griffith,Product Manager,Retail,Enterprise,jameshiggins@hotmail.com,http://christian.com/,13,3,0,53,0
Gary Holland,Guzman-Torres,HR Manager,Healthcare,Mid-Market,mendozageorge@ramos.info,http://white.com/,10,2,0,41,0
Luis Perkins,"Foster, Hughes and Madden",HR Manager,Technology,Small Business,jeremiahware@gmail.com,https://meyer-oliver.net/,4,2,0,29,0
Mark Foley,Chapman PLC,Data Analyst,Energy,Enterprise,jennifer28@west.net,http://huerta.com/,9,0,1,48,0
Dr. Mark Reid MD,"Hudson, Taylor and Morales",Sales Director,Retail,Enterprise,joshua81@hotmail.com,http://www.bates.net/,12,2,0,43,0
Donald Barrera,"Wallace, May and Parker",CEO,Technology,Enterprise,thorntonjulia@hotmail.com,http://www.castillo.com/,14,3,0,61,1
Ashley Blackwell,Smith Group,CTO,Education,Mid-Market,davidray@patterson.org,http://scott.com/,13,2,1,73,1
Michael Taylor,Acevedo-York,Product Manager,Technology,Enterprise,vlang@yahoo.com,http://www.herman.com/,9,0,0,16,0
Christopher Wall,"Bryant, Mcintyre and Mcfarland",Sales Director,Technology,Small Business,jimmy45@gmail.com,http://brewer.org/,12,2,0,41,0
Joanna Carpenter,"Jones, Roach and Stephens",Sales Director,Manufacturing,Small Business,charlesrush@brown.com,http://rivera.com/,12,3,0,55,0
Jessica Davis,"Wall, Duncan and Nguyen",CEO,Energy,Enterprise,phenderson@ramirez-burton.com,http://www.jones.info/,13,1,0,32,0
Patrick Hill,"Wilson, Mathews and Rose",Product Manager,Technology,Enterprise,fcook@yahoo.com,http://www.scott.com/,9,2,0,35,0
Heidi Smith,Walker-Howard,CTO,Healthcare,Small Business,jesse53@yahoo.com,https://www.allen.com/,11,0,0,17,0
Frank Wilson,Thompson and Sons,Marketing Manager,Healthcare,Small Business,xmorris@gmail.com,https://www.morris.org/,9,2,0,43,0
Jodi Powell,Lee-Morgan,CTO,Manufacturing,Mid-Market,tanderson@hotmail.com,https://www.wells.info/,9,0,0,21,0
Nicholas West,"Hernandez, Schroeder and Bowers",Sales Director,Finance,Small Business,jenniferbrown@torres.com,https://www.smith-dyer.com/,9,4,1,82,1
Derek Allen,Michael LLC,CEO,Retail,Small Business,melissamonroe@yahoo.com,https://chen.com/,8,2,0,40,0
Richard Reynolds,Moore LLC,CTO,Healthcare,Enterprise,westwilliam@hotmail.com,http://www.price.info/,12,3,1,78,1
Andrea Duncan,"Gonzalez, Robinson and Ayers",Data Analyst,Energy,Small Business,welchlauren@hotmail.com,http://www.edwards.com/,6,5,0,59,0
Carol Bush,Curtis-Anderson,Marketing Manager,Manufacturing,Small Business,crystal56@hotmail.com,http://www.burgess-curtis.info/,6,3,1,72,0
Michael Carter,Rangel LLC,Marketing Manager,Energy,Small Business,christopherhernandez@miller.com,https://www.giles.info/,15,2,0,51,0
Timothy Hutchinson,"Caldwell, Bond and Moore",HR Manager,Retail,Small Business,jonathananderson@nguyen.com,http://www.keith.com/,4,2,1,52,0
Michelle Moore,Smith LLC,Data Analyst,Retail,Enterprise,russelllaura@walton-jones.com,http://www.ochoa.info/,10,1,0,26,0
Lisa Burns,"Khan, Ferguson and Doyle",CTO,Healthcare,Small Business,garciamarie@gmail.com,https://www.williams.net/,8,3,0,49,0
Lauren Ballard,Sweeney-Bowman,CEO,Energy,Small Business,philipedwards@gmail.com,https://www.alvarez.net/,15,3,0,62,1
Betty Sharp,James and Sons,HR Manager,Technology,Small Business,connie10@hotmail.com,https://www.aguilar-newton.net/,8,5,0,63,1
Kayla James,Blair PLC,HR Manager,Retail,Small Business,edwardking@velazquez-davis.biz,http://www.ortiz.com/,10,4,0,56,0
Logan Sampson,"Mann, Adams and Quinn",CTO,Finance,Small Business,brucestrong@price-rosales.com,https://keller-waters.biz/,8,4,0,51,0
Jesse Fields,Cole LLC,Sales Director,Manufacturing,Mid-Market,obrown@gmail.com,http://www.rasmussen-williams.com/,8,1,1,52,0
Linda Fernandez,Hughes PLC,CEO,Energy,Mid-Market,sleach@hansen.com,http://www.bender.com/,13,1,0,35,0
Tina Mitchell,Pierce-Anderson,CEO,Finance,Small Business,christina55@hotmail.com,http://bailey-richards.com/,11,3,0,54,0
Misty Whitehead,"Price, Howell and Bryant",Sales Director,Education,Enterprise,davidhale@smith.info,https://tucker.com/,9,2,0,34,0
Kristin Le,"Sanchez, Cruz and Turner",Sales Director,Finance,Enterprise,lindsayrobinson@gmail.com,http://www.campbell.com/,6,3,0,44,0
Theresa Grant,Williams-Adams,Sales Director,Manufacturing,Small Business,michaellawrence@yahoo.com,http://www.williams.com/,12,5,0,77,1
Heidi Kelley,Anderson PLC,HR Manager,Education,Enterprise,barnesdanny@stevens.net,http://diaz.com/,13,3,0,53,0
Rebekah Figueroa,"Oneill, Miller and Evans",CTO,Manufacturing,Small Business,jeffreyparker@hill.com,https://davidson-brown.com/,13,4,0,62,0
Kari Smith,"Stevenson, Shelton and Rich",Marketing Manager,Healthcare,Small Business,myersjack@gmail.com,http://www.black-avery.com/,7,1,1,50,0
Gloria Barrett,Cunningham Ltd,CTO,Technology,Enterprise,johnsantos@carter.com,https://hunter.info/,9,4,0,60,0
Taylor Cervantes,"Mahoney, Carlson and Craig",Data Analyst,Education,Enterprise,danielsamantha@bird-wilson.com,https://www.sutton-nguyen.biz/,9,2,0,43,0
Allen Chang,Mathis-Thompson,Data Analyst,Energy,Mid-Market,maria14@yahoo.com,http://www.webb-baker.com/,8,4,0,54,0
Kevin Edwards,Abbott-Brady,Data Analyst,Retail,Enterprise,laurenphillips@yahoo.com,https://smith.com/,7,2,0,33,0
Mark Barnes,"Mora, Brown and Martinez",HR Manager,Technology,Mid-Market,forbesdavid@gmail.com,https://williams.com/,6,2,0,37,0
Patrick Mueller,Hebert-Robinson,HR Manager,Manufacturing,Small Business,jacksoncordova@brock-garcia.org,https://www.palmer.org/,10,1,0,34,0
Timothy Atkinson,"Reynolds, Perry and Cooper",CTO,Education,Small Business,thomasunderwood@harrison-wallace.com,https://www.obrien.com/,7,0,0,17,0
David Walker,Wiley-Garner,Product Manager,Healthcare,Small Business,awilliams@hotmail.com,https://www.vasquez.biz/,12,1,0,30,0
Timothy Roberts,"Hinton, Curry and Dixon",CTO,Healthcare,Small Business,buchanannicholas@martin.org,https://www.hall.net/,10,1,0,26,0
Tanya Gonzalez,"Li, Thompson and Byrd",CTO,Healthcare,Mid-Market,ydean@morris.com,https://www.keller.org/,13,1,0,37,0
Samuel Mccarthy,Estrada Inc,CEO,Energy,Mid-Market,cblake@gmail.com,https://www.smith.com/,7,0,0,17,0
Benjamin Erickson,Marshall and Sons,Data Analyst,Energy,Enterprise,kimalexander@yahoo.com,https://clark.info/,9,1,0,26,0
Philip Garner,Miller LLC,HR Manager,Energy,Mid-Market,fbaxter@gmail.com,https://www.campbell.com/,6,1,0,20,0
David Haas,Doyle-Burton,CTO,Education,Small Business,owhite@rose.com,https://patterson-lyons.com/,12,3,0,56,0
Louis Hogan,Kelly Group,Data Analyst,Finance,Mid-Market,kenneth48@gmail.com,http://horton-stafford.com/,13,1,0,31,0
Molly Johns,Smith Group,HR Manager,Finance,Mid-Market,michael14@harrell.net,http://joseph-bray.com/,12,3,0,57,0
Anthony Sanders,Flores-Martinez,Marketing Manager,Technology,Small Business,powellmeagan@yahoo.com,http://www.conrad.com/,12,2,1,69,0
Megan Leonard,Allen-Chan,Product Manager,Healthcare,Small Business,garciapaige@levine.net,https://fuentes.com/,10,0,0,20,0
Kevin English,"Hampton, Smith and Steele",CEO,Finance,Enterprise,alexismcfarland@valdez.com,http://wells-butler.org/,10,3,0,51,0
Shawn Benson Jr.,Graham-Wells,Sales Director,Energy,Small Business,jodi26@hernandez.com,https://dean.com/,8,0,0,13,0
Angela Knox,Vargas LLC,HR Manager,Energy,Small Business,fnelson@weber.com,https://www.dickson.com/,11,2,0,42,0
Jessica Knight,"Webster, Bates and King",Marketing Manager,Manufacturing,Small Business,johnsonemily@marks.com,https://garcia.com/,7,4,0,49,0
Jose Carpenter,Harvey-Robinson,CTO,Finance,Enterprise,jillwhite@gmail.com,http://greene.com/,7,4,0,52,0
John Matthews,Holt-Parrish,Data Analyst,Healthcare,Small Business,wdavies@gmail.com,http://www.carlson.org/,17,4,0,77,1
Charles Scott,"Marshall, Fox and Fernandez",Product Manager,Technology,Enterprise,pachecothomas@washington-hall.com,http://smith.com/,3,2,0,25,0
Michael Marquez,Shannon Ltd,CTO,Education,Enterprise,umartin@hotmail.com,http://young.net/,15,2,0,52,0
Whitney Mathis,Dixon Inc,CTO,Healthcare,Mid-Market,melissa42@harrison-cox.biz,https://www.wells.info/,7,0,0,11,0
Samantha Liu,Phillips PLC,HR Manager,Education,Enterprise,jennifer55@wilson-johnston.com,https://wood-smith.com/,13,1,1,59,0
Nicholas Melton,Bailey-Scott,Marketing Manager,Healthcare,Enterprise,ssheppard@hotmail.com,http://vance.com/,9,3,1,69,1
Aaron Walker,Oliver-Richard,Product Manager,Technology,Mid-Market,gabriellemaynard@hotmail.com,http://oneal-hernandez.net/,13,1,0,41,0
Steven Wyatt,Patel-Fitzgerald,CEO,Technology,Mid-Market,umyers@lowe.net,http://www.thomas-madden.org/,12,0,0,28,0
Dwayne Mendez,Shepherd PLC,CTO,Education,Mid-Market,watsonamy@hotmail.com,http://lopez.com/,8,4,0,52,0
Barbara Campos,Hicks Group,Data Analyst,Healthcare,Enterprise,fsullivan@austin.com,http://obrien.org/,7,1,0,29,0
Carrie Flores,Hayden-Waters,Product Manager,Finance,Mid-Market,melanie43@hotmail.com,http://alvarado.com/,13,0,0,25,0
Dr. Carolyn Patel,Sherman-Adams,Sales Director,Retail,Enterprise,amandarivera@yahoo.com,https://www.sanders.info/,11,1,0,31,0
Thomas Jones,"Hoffman, Hart and Scott",HR Manager,Manufacturing,Mid-Market,gillespiejuan@yahoo.com,https://www.copeland.com/,7,0,0,15,0
Andrea Turner,"Nelson, Rowe and Evans",CTO,Healthcare,Small Business,vasquezbryan@preston.com,https://www.meyer.com/,8,2,0,31,0
Ariana Moore,"Nunez, Williams and Baldwin",HR Manager,Retail,Enterprise,amanda70@gmail.com,http://www.brown-wells.com/,8,0,0,17,0
Kimberly Green,"Foster, Ashley and Johnson",CEO,Energy,Enterprise,wcrosby@yahoo.com,http://www.moore.biz/,12,2,0,42,0
Richard Callahan,Henderson-Daniel,Marketing Manager,Education,Enterprise,jeffrey64@hotmail.com,http://www.jackson.com/,11,0,0,26,0
Alicia Bradford,"Cruz, Williams and Stone",CEO,Manufacturing,Small Business,curtis08@ross.info,http://www.green.org/,9,4,1,87,1
David Gibson,"Johnson, Gomez and Romero",Data Analyst,Retail,Enterprise,youngelizabeth@mays-porter.net,https://reynolds-morrison.com/,6,5,0,59,0
Samantha Velazquez,"Barnes, Thompson and Williams",HR Manager,Manufacturing,Mid-Market,cunninghammichael@gmail.com,https://www.jones-soto.com/,14,1,0,42,0
Johnathan Hunter,"Rice, Robinson and Cross",Data Analyst,Education,Small Business,juliegreen@fischer.net,https://www.willis-michael.com/,8,2,0,33,0
Jennifer Mckinney,Brown-Jimenez,CTO,Energy,Enterprise,scottrebecca@wright.biz,https://www.howard.com/,9,2,0,42,0
Crystal Mendoza,Ford-Saunders,Marketing Manager,Energy,Small Business,ariel87@gmail.com,http://bautista-parrish.com/,11,3,0,55,0
Amy Vasquez,"Davis, Robinson and Whitney",CEO,Technology,Enterprise,linda00@cox-guerrero.com,http://gibson.com/,17,4,1,94,0
Susan Diaz,"Johnson, Abbott and Scott",Product Manager,Healthcare,Mid-Market,molly21@yahoo.com,http://brown-miller.net/,9,2,0,39,0
Steven Hamilton,"Tate, Farley and Hamilton",Product Manager,Retail,Small Business,pbryant@yahoo.com,https://ramirez-perry.com/,13,2,0,43,0
David Beard,Morris Group,HR Manager,Education,Small Business,philip80@yahoo.com,https://steele.com/,10,5,0,68,1
Alison Juarez,"Gonzalez, Castro and James",Marketing Manager,Healthcare,Mid-Market,medinageorge@hotmail.com,https://www.gray.com/,9,0,0,16,0
Theresa Mendez,Austin Group,Product Manager,Energy,Enterprise,laurenlynch@miller-white.com,http://williams-nicholson.net/,9,0,0,17,0
Nathan Watson,Nicholson LLC,CEO,Energy,Mid-Market,carolynryan@hotmail.com,https://www.rodriguez.biz/,12,2,0,39,0
Danielle Allen,Gallegos-Mcdowell,HR Manager,Technology,Small Business,gilbertdaniel@wyatt.com,http://www.olson.com/,9,0,0,18,0
Susan Parks,"Leach, Herrera and Atkinson",HR Manager,Education,Enterprise,rachael63@gmail.com,https://hill-johnson.com/,4,0,0,6,0
Heather Gay,"Johnson, Clay and Ferguson",CTO,Finance,Enterprise,ibarraemily@gonzalez.com,https://www.ramirez.com/,13,2,0,50,0
Janet Johnson,Barnes-Curry,Sales Director,Energy,Mid-Market,qmiller@lynch.com,https://www.wall.com/,10,1,0,33,0
Kevin Sandoval,"Ramirez, Austin and Thompson",Product Manager,Education,Enterprise,sarahmoore@carter.com,https://www.smith.info/,11,4,0,67,1
Tyler Suarez,Lewis Group,Sales Director,Healthcare,Small Business,lisaking@gmail.com,https://smith-wells.info/,14,3,0,62,1
Samantha Rowland,Obrien and Sons,Data Analyst,Energy,Small Business,eric49@hotmail.com,https://parker.org/,10,2,0,44,0
Whitney Brown,Russell LLC,HR Manager,Finance,Mid-Market,richardkelly@watson.com,http://www.middleton.com/,8,0,1,37,0
Charles Raymond,Mcclain and Sons,Data Analyst,Healthcare,Enterprise,jclarke@yahoo.com,https://young.com/,14,2,0,50,0
Kerry Smith,Vincent and Sons,HR Manager,Technology,Enterprise,elizabethedwards@hotmail.com,http://www.rogers.com/,10,0,0,16,0
Gregory Osborn,"Bradley, Burke and Wood",Sales Director,Manufacturing,Mid-Market,scott40@sanchez-townsend.com,https://simpson.biz/,10,5,0,74,1
John Phillips,"Kelley, Brown and Love",Data Analyst,Finance,Small Business,wellsdiana@hotmail.com,https://martin-conrad.com/,10,0,0,15,0
Tina Martin,Hernandez-Reyes,Marketing Manager,Education,Enterprise,nelsondavid@gmail.com,https://anderson.com/,15,1,0,40,0
Jennifer Moreno DDS,Herman PLC,CTO,Manufacturing,Small Business,alicialloyd@diaz-fitzpatrick.org,http://www.wyatt.net/,9,1,0,23,0
Joshua Green,Peterson-Young,HR Manager,Healthcare,Enterprise,hgarrett@gmail.com,http://www.morales-stewart.com/,11,3,0,49,0
Mr. John Allen DDS,Sanchez-Vaughan,Product Manager,Finance,Small Business,otownsend@hotmail.com,https://harris.com/,23,6,0,100,1
Tina Walsh,"Campbell, Harris and Estrada",Data Analyst,Technology,Enterprise,teresa38@gray-jones.com,http://brewer.com/,10,2,0,36,0
Jason Reed,Barajas Ltd,Data Analyst,Healthcare,Small Business,zacharysimmons@webb-carroll.com,https://jackson-allen.org/,9,2,0,33,0
Samantha Payne,Malone-Kelly,CTO,Healthcare,Enterprise,ryansmith@yahoo.com,http://www.marsh.info/,8,4,0,60,0
Joshua Shepherd,Williams-Meyers,Data Analyst,Technology,Small Business,nicolas66@yahoo.com,http://www.miller.com/,5,4,0,51,0
Mrs. Tiffany Scott PhD,Barnes Inc,Data Analyst,Retail,Mid-Market,justinsantiago@gmail.com,http://www.powell.com/,7,0,0,15,0
Robin Elliott,Jackson Ltd,Marketing Manager,Finance,Small Business,laura46@wilson-beard.biz,http://mcdonald.biz/,12,4,0,60,0
Corey Scott,Miller and Sons,CEO,Finance,Enterprise,davidzavala@yahoo.com,https://www.sanchez.com/,10,3,0,48,0
Lisa Hood,"Gregory, Mcdowell and Parker",CEO,Technology,Small Business,wharrison@gmail.com,http://smith-stephens.com/,13,2,1,72,0
Larry Ramsey,Curry and Sons,HR Manager,Energy,Mid-Market,walkercameron@schmidt.com,https://www.norris.org/,11,2,0,40,0
Hailey Brown,Hill Inc,HR Manager,Energy,Enterprise,joel94@ritter-rose.info,https://www.lang-quinn.com/,12,1,0,38,0
Michael Meyer,Hamilton-Camacho,Data Analyst,Healthcare,Small Business,rachael65@yahoo.com,http://www.charles.com/,4,2,0,26,0
Adam Dean DDS,"Cooper, Christensen and Chen",Sales Director,Healthcare,Small Business,samanthalucas@gmail.com,http://wilson.com/,10,2,1,66,1
Christina Oneill,"Wilson, Hamilton and Wall",Marketing Manager,Education,Enterprise,gwright@yahoo.com,https://www.wilson-munoz.com/,11,5,0,68,1
Robert Turner,Jones-Clark,CTO,Energy,Small Business,michaelwalker@brown.com,https://www.acosta.com/,15,2,0,50,0
Brittany Benjamin,"Stewart, Castillo and Bullock",CEO,Education,Enterprise,cameronfox@williams-zamora.com,http://www.king.com/,9,0,0,19,0
Drew Jefferson DVM,Spencer and Sons,Data Analyst,Healthcare,Small Business,aevans@yahoo.com,https://www.johnson.com/,6,2,0,27,0
Martin Cain,Perez Inc,Sales Director,Manufacturing,Small Business,paige47@gonzales.com,http://www.martinez.com/,10,3,0,48,0
Heather Rivera,Jacobson Ltd,Sales Director,Retail,Enterprise,angelaallen@ross.com,https://www.tran.com/,8,3,1,74,1
Melinda Tucker,"Wagner, Livingston and Espinoza",Product Manager,Finance,Enterprise,ocollins@richard-king.com,https://torres-smith.org/,18,1,0,45,0
Elizabeth Johnson,Lam Inc,Marketing Manager,Technology,Enterprise,barbara05@yahoo.com,https://www.blackwell-decker.com/,12,1,0,38,0
Kim Sanchez,Young-Thomas,Marketing Manager,Manufacturing,Enterprise,kyle36@gonzalez-love.com,https://www.richards.com/,6,5,0,64,1
Michelle Juarez,Huerta-Shaw,Sales Director,Healthcare,Small Business,ebell@davidson.com,http://smith.com/,10,1,0,28,0
Carolyn Lang,Wise-Faulkner,Data Analyst,Retail,Mid-Market,dorisdavila@gutierrez-greer.com,https://www.booth.com/,18,0,0,38,0
Rebecca Faulkner,"Woodard, Cisneros and Martinez",Marketing Manager,Technology,Small Business,johnny19@duran.org,http://www.jackson-carter.com/,6,2,0,32,0
Jason Graves,Patel PLC,Marketing Manager,Education,Mid-Market,hogandeborah@sanders.com,http://www.robinson.org/,8,3,0,49,0
Evan Becker,Washington-Carpenter,Sales Director,Education,Small Business,danielfry@larsen-willis.biz,http://richardson-mack.com/,10,1,0,28,0
Trevor Johnson,"Reyes, Owens and Sampson",Product Manager,Healthcare,Small Business,vhunt@gmail.com,https://www.duffy.com/,15,1,0,43,0
April Ruiz,Torres-Cherry,Product Manager,Manufacturing,Enterprise,khoward@hotmail.com,https://lam-leonard.net/,12,2,1,68,1
Susan Davis,Lucas-Dalton,Marketing Manager,Energy,Enterprise,richardrichardson@york.com,https://www.davis.com/,4,1,0,15,0
Melissa Johnson,"Davies, Hudson and Mcintyre",HR Manager,Energy,Mid-Market,scottdavis@gmail.com,https://singh.com/,8,2,0,40,0
Michael Oconnor,Nunez Group,Data Analyst,Retail,Enterprise,favila@lee.com,http://mendoza-gutierrez.biz/,14,0,1,55,0
Ashley Davies,Turner Inc,CTO,Healthcare,Enterprise,alexander06@yahoo.com,https://www.richardson-schmidt.com/,8,3,1,68,1
David Jones,Jackson-Gibson,HR Manager,Education,Enterprise,wolfjamie@carey-richard.info,http://taylor-hunter.biz/,9,5,0,69,1
Brian Meyers,"Hansen, Cooper and Williams",Product Manager,Healthcare,Enterprise,karen24@yahoo.com,https://hernandez.com/,12,0,1,50,0
Bradley Golden,"Williams, Roach and Kim",Product Manager,Education,Small Business,idavies@boyd.org,http://www.gardner.com/,15,4,0,66,1
Sara Moran,Bell PLC,Marketing Manager,Healthcare,Mid-Market,olove@griffin-lewis.com,http://marsh.com/,8,5,0,68,1
Amy Reynolds,Horton Ltd,CEO,Technology,Enterprise,nthomas@yahoo.com,http://www.benjamin.com/,10,2,0,43,0
Jennifer Alexander,Richards-Villanueva,Product Manager,Retail,Enterprise,sanderscassandra@norton.com,https://faulkner.com/,11,0,0,25,0
Aaron Marquez,Clarke-Gardner,CEO,Healthcare,Enterprise,dianafields@yahoo.com,http://snow-cuevas.com/,15,3,0,57,0
Devin Johnson,"Jordan, Stewart and Gill",CEO,Healthcare,Mid-Market,joneschad@yahoo.com,https://watts.com/,12,1,0,29,0
Regina Russell,"Payne, Perez and Robertson",Marketing Manager,Education,Small Business,moonrichard@booth.biz,http://stark.com/,9,1,0,30,0
Stephanie Rodriguez,Hill-Flowers,CTO,Retail,Enterprise,bellkelly@hotmail.com,https://gray.com/,11,1,0,34,0
Rachel Tran,Alexander LLC,Sales Director,Retail,Small Business,cperez@dennis.org,http://buck-sanchez.com/,15,2,0,48,0
Beth Giles,"Payne, Rios and Moyer",CEO,Education,Mid-Market,evelynmurray@duke.org,https://hart.com/,11,4,0,63,0
Douglas Simmons,Lindsey-Vasquez,CEO,Retail,Small Business,aliciamacias@lewis-ramirez.com,https://wilson.com/,12,1,0,36,0
Joseph Smith,Burton-Lewis,CEO,Technology,Enterprise,torresmichaela@greer.net,https://krause.com/,17,1,0,44,0
Jonathan Lee,Williams-Lee,Data Analyst,Finance,Enterprise,angela07@gmail.com,https://www.clark.com/,10,0,0,24,0
Lisa Jones,Morrison-Buckley,Marketing Manager,Manufacturing,Small Business,wagnermargaret@ramirez.org,http://lam.com/,14,3,1,79,1
Brandy Berry,Cook-Robertson,CTO,Technology,Enterprise,ggriffin@harmon.com,https://www.juarez.com/,11,1,0,29,0
Laura Edwards,"Romero, Hudson and Haas",Sales Director,Education,Small Business,markcase@yahoo.com,https://murray-lee.org/,10,0,0,18,0
Alejandra Dominguez,Shea-Morgan,Marketing Manager,Healthcare,Mid-Market,pmcgee@hamilton.net,http://tran.com/,4,4,0,47,0
Jesus Reyes,Glass-King,Sales Director,Technology,Small Business,ireynolds@bradley-edwards.info,https://www.rogers-washington.com/,8,2,0,37,0
Darren Gonzalez,Moreno-Edwards,Marketing Manager,Energy,Mid-Market,hintonanthony@turner.com,https://www.lang.org/,9,2,0,34,0
Taylor Hahn,"Estrada, Turner and Mcknight",CEO,Finance,Enterprise,geoffrey94@yahoo.com,https://www.ellis.net/,12,0,0,20,0
Joshua Lowe,Hernandez and Sons,CEO,Healthcare,Mid-Market,whitemarc@brown-fitzgerald.com,https://www.jackson.com/,10,2,1,64,0
Marcia Shepherd,Edwards-Jefferson,HR Manager,Manufacturing,Enterprise,ronald66@yahoo.com,http://www.woodward.com/,13,0,0,31,0
Jonathan Wells,Kim Ltd,CTO,Technology,Enterprise,dianavaughn@garrett-hall.com,https://www.harris.biz/,10,0,0,19,0
Raymond Ross,Paul LLC,Product Manager,Finance,Enterprise,ialvarado@hotmail.com,http://rodriguez.com/,14,5,1,100,1
Brittany Richards,Carr-Moss,Sales Director,Retail,Small Business,maria22@smith-boyd.com,https://www.tyler-marshall.net/,3,1,0,12,0
Jeremy Ayala,Novak PLC,Marketing Manager,Manufacturing,Small Business,jerry26@gmail.com,http://www.case.com/,12,2,1,74,0
Jill Wells,Cruz-Johnson,CTO,Healthcare,Mid-Market,omyers@gmail.com,https://www.gutierrez.com/,10,3,1,75,1
Daniel Jones,"Mitchell, Anderson and Lewis",CTO,Technology,Small Business,campbellmatthew@gmail.com,http://www.davis-christian.com/,5,1,1,45,0
Emily Stewart,"Cole, Hobbs and Smith",HR Manager,Education,Small Business,sandrabrown@hotmail.com,https://www.sanchez.org/,13,0,0,30,0
Marcus Novak,Johnson-Gibbs,Marketing Manager,Manufacturing,Small Business,lisaboyd@allen.biz,http://welch-murillo.com/,10,0,0,25,0
Alexander Graves,Kirk Inc,Marketing Manager,Finance,Small Business,carriemedina@gmail.com,http://www.holmes-cannon.com/,5,4,0,46,0
James Reese,"Wilson, Gregory and Weiss",Data Analyst,Finance,Enterprise,charlesmccoy@stein.com,https://mccarty-bates.com/,11,3,0,51,0
Kelsey Rivera,"Smith, Oconnor and Robles",Product Manager,Energy,Enterprise,hunterstrickland@yahoo.com,https://white.com/,14,4,0,70,1
Michael Gomez,Johnson Group,HR Manager,Education,Small Business,hcrane@gmail.com,http://bell-santiago.info/,12,1,0,36,0
Maurice Harris,Petersen LLC,Marketing Manager,Healthcare,Small Business,odavis@rodriguez.com,https://edwards.biz/,8,2,0,38,0
Luis Wilson,Gill-Salazar,Product Manager,Technology,Enterprise,xolson@wolfe.com,https://wagner.com/,13,1,0,35,0
Shane Wu,"Ellis, Douglas and White",Product Manager,Education,Enterprise,berrymelissa@king.net,http://www.graves.biz/,18,3,0,70,1
Doris Johnson,"Mckenzie, Wall and Flowers",CTO,Retail,Enterprise,eglenn@hotmail.com,http://bowman.biz/,12,1,0,32,0
Keith Newton Jr.,Peck and Sons,HR Manager,Energy,Enterprise,uhayden@bryant.info,http://anderson.biz/,10,0,1,46,0
Andrea Roth,"Roth, Fowler and Barnett",Marketing Manager,Finance,Enterprise,gmaynard@gmail.com,https://anderson-williams.org/,17,2,0,56,0
Dan Fisher,Rodriguez-Mcgee,CEO,Retail,Enterprise,fitzpatrickcalvin@hotmail.com,https://www.fowler.com/,12,1,0,34,0
Jeffrey Lee,Hughes and Sons,Product Manager,Energy,Mid-Market,clarkdawn@hotmail.com,https://www.jordan.net/,12,3,0,54,0
Heather Miller,Bennett-Simon,Data Analyst,Education,Mid-Market,michael58@hotmail.com,http://strong-brown.com/,7,3,0,42,0
Rita Cook,"Mckee, Williams and Mcbride",Marketing Manager,Finance,Mid-Market,qmorgan@hotmail.com,https://www.murphy.net/,8,0,0,20,0
Jared Anderson,Duarte Inc,CTO,Retail,Enterprise,stephaniecastillo@hotmail.com,http://ellis.org/,5,3,0,41,0
Michael Olson,"Kerr, Mcgrath and Adams",CTO,Healthcare,Mid-Market,garzachris@yahoo.com,https://mitchell.net/,6,3,0,39,0
Patrick Armstrong,Smith PLC,CTO,Retail,Mid-Market,valerie38@reed-shaffer.net,http://rios.com/,12,5,0,71,1
